pair,preposition,iou,experiment_path
preposition-object,at,0.0,experiments/140808
preposition-verb,at,0.0,experiments/140808
preposition-subject,on,0.13461539149284363,experiments/564124
preposition-object,on,0.01781376451253891,experiments/564124
preposition-verb,on,0.0,experiments/564124
preposition-subject,on,0.27136752009391785,experiments/1325
preposition-object,on,0.0,experiments/1325
preposition-verb,on,0.0,experiments/1325
preposition-subject,with,0.025544388219714165,experiments/300166
preposition-object,with,0.0747826099395752,experiments/300166
preposition-verb,with,0.02534562163054943,experiments/300166
preposition-subject,of,0.20000000298023224,experiments/694632
preposition-object,of,0.0,experiments/694632
preposition-subject,while,0.4344096779823303,experiments/574673
preposition-object,while,0.0,experiments/574673
preposition-verb,while,0.049291785806417465,experiments/574673
preposition-subject,back to,0.0,experiments/94048
preposition-object,back to,0.0,experiments/94048
preposition-verb,back to,0.0,experiments/94048
preposition-subject,up and out,0.0,experiments/581006
preposition-object,up and out,0.0,experiments/581006
preposition-verb,up and out,0.0,experiments/581006
preposition-subject,on,0.9285213947296143,experiments/580374
preposition-object,on,0.0006099420716054738,experiments/580374
preposition-subject,in,0.0,experiments/253972
preposition-object,in,0.0,experiments/253972
preposition-subject,with,0.0,experiments/645137
preposition-object,with,0.0,experiments/645137
preposition-verb,with,0.0,experiments/645137
preposition-subject,of,0.0,experiments/689721
preposition-object,of,0.0,experiments/689721
preposition-subject,of,0.0,experiments/539502
preposition-object,of,0.0,experiments/539502
preposition-verb,of,0.0,experiments/539502
preposition-subject,with,0.7012515068054199,experiments/27550
preposition-object,with,0.0,experiments/27550
preposition-subject,in,0.0,experiments/116758
preposition-object,in,0.0,experiments/116758
preposition-verb,in,0.0,experiments/116758
preposition-subject,next to,0.0,experiments/450341
preposition-object,next to,0.0,experiments/450341
preposition-verb,next to,0.0,experiments/450341
preposition-subject,on,0.0,experiments/308156
preposition-verb,on,0.0,experiments/308156
preposition-subject,in,0.0,experiments/278736
preposition-object,in,0.0,experiments/278736
preposition-verb,in,0.0,experiments/278736
preposition-subject,covered,0.0011383038945496082,experiments/14367
preposition-object,covered,0.0,experiments/14367
preposition-verb,covered,0.0,experiments/14367
preposition-subject,in,0.09456264972686768,experiments/743185
preposition-object,in,0.006401137914508581,experiments/743185
preposition-subject,of,0.0,experiments/176014
preposition-object,of,0.0,experiments/176014
preposition-verb,of,0.0,experiments/176014
preposition-subject,with,0.0,experiments/287034
preposition-object,with,0.0,experiments/287034
preposition-verb,with,0.0,experiments/287034
preposition-subject,with,0.05174948647618294,experiments/607811
preposition-object,with,0.05000000074505806,experiments/607811
preposition-subject,on,0.0,experiments/423073
preposition-object,on,0.0,experiments/423073
preposition-subject,of,0.0,experiments/705508
preposition-object,of,0.0,experiments/705508
preposition-verb,of,0.0,experiments/705508
preposition-subject,on,0.13672316074371338,experiments/272978
preposition-object,on,0.0,experiments/272978
preposition-verb,on,0.0,experiments/272978
preposition-subject,down,0.0,experiments/504873
preposition-object,down,0.0,experiments/504873
preposition-verb,down,0.0,experiments/504873
preposition-subject,in,0.336669921875,experiments/310705
preposition-object,in,0.03978622332215309,experiments/310705
preposition-verb,in,0.0007246377062983811,experiments/310705
preposition-subject,of,0.9448717832565308,experiments/633196
preposition-object,of,0.20991645753383636,experiments/633196
preposition-subject,between,0.834645688533783,experiments/515298
preposition-object,between,0.0,experiments/515298
preposition-verb,between,0.0,experiments/515298
preposition-subject,beside,0.0,experiments/466579
preposition-object,beside,0.0,experiments/466579
preposition-verb,beside,0.0,experiments/466579
preposition-subject,up,0.0,experiments/555277
preposition-object,up,0.0,experiments/555277
preposition-verb,up,0.0,experiments/555277
preposition-subject,on,0.0,experiments/41273
preposition-object,on,0.0,experiments/41273
preposition-verb,on,0.0,experiments/41273
preposition-subject,with,0.14529915153980255,experiments/531963
preposition-object,with,0.0037197768688201904,experiments/531963
preposition-subject,to,0.0,experiments/544394
preposition-object,to,0.0,experiments/544394
preposition-verb,to,0.0,experiments/544394
preposition-subject,on,0.3965822160243988,experiments/59063
preposition-object,on,0.031578946858644485,experiments/59063
preposition-subject,in,0.0,experiments/608865
preposition-object,in,0.0,experiments/608865
preposition-verb,in,0.0,experiments/608865
preposition-subject,next to,0.0,experiments/95355
preposition-object,next to,0.0,experiments/95355
preposition-subject,of,0.0,experiments/661916
preposition-object,of,0.0,experiments/661916
preposition-subject,wearing,0.0,experiments/466173
preposition-object,wearing,0.0,experiments/466173
preposition-verb,wearing,0.0,experiments/466173
preposition-subject,in front of,0.0,experiments/775122
preposition-object,in front of,0.0,experiments/775122
preposition-verb,in front of,0.0,experiments/775122
preposition-subject,outside,0.07014784216880798,experiments/327795
preposition-verb,outside,0.9267189502716064,experiments/327795
preposition-subject,by,0.0,experiments/298797
preposition-verb,by,0.0,experiments/298797
preposition-subject,by,0.17987805604934692,experiments/815339
preposition-object,by,0.0017574692610651255,experiments/815339
preposition-verb,by,0.13563218712806702,experiments/815339
preposition-subject,on,0.0,experiments/311491
preposition-object,on,0.0,experiments/311491
preposition-verb,on,0.0,experiments/311491
preposition-subject,to,0.0,experiments/160532
preposition-object,to,0.0,experiments/160532
preposition-verb,to,0.0,experiments/160532
preposition-subject,of,0.0,experiments/326549
preposition-object,of,0.0,experiments/326549
preposition-verb,of,0.0,experiments/326549
preposition-subject,on,0.028021978214383125,experiments/816701
preposition-object,on,0.0,experiments/816701
preposition-verb,on,0.08279220759868622,experiments/816701
preposition-subject,in,0.026611328125,experiments/799262
preposition-object,in,0.00917431153357029,experiments/799262
preposition-subject,out of,0.0,experiments/740941
preposition-object,out of,0.0,experiments/740941
preposition-verb,out of,0.0,experiments/740941
preposition-subject,atop,0.0,experiments/86285
preposition-object,atop,0.0012233912711963058,experiments/86285
preposition-verb,atop,0.04444444552063942,experiments/86285
preposition-subject,down into,0.0,experiments/644252
preposition-object,down into,0.0,experiments/644252
preposition-verb,down into,0.0,experiments/644252
preposition-subject,on,0.0,experiments/752139
preposition-object,on,0.0,experiments/752139
preposition-verb,on,0.0,experiments/752139
preposition-subject,of,0.0,experiments/662529
preposition-object,of,0.0,experiments/662529
preposition-verb,of,0.0,experiments/662529
preposition-subject,up,0.0,experiments/257350
preposition-object,up,0.0,experiments/257350
preposition-verb,up,0.0,experiments/257350
preposition-subject,with,0.43882977962493896,experiments/34506
preposition-object,with,0.0,experiments/34506
preposition-verb,with,0.0,experiments/34506
preposition-subject,on,0.00582524249330163,experiments/535791
preposition-object,on,0.01602262072265148,experiments/535791
preposition-subject,of,0.0,experiments/187614
preposition-object,of,0.0,experiments/187614
preposition-subject,in,0.0009794319048523903,experiments/282314
preposition-object,in,0.002530044177547097,experiments/282314
preposition-verb,in,0.0,experiments/282314
preposition-subject,with,0.29696133732795715,experiments/39963
preposition-object,with,0.0063775512389838696,experiments/39963
preposition-verb,with,0.0,experiments/39963
preposition-subject,at,0.0,experiments/289076
preposition-object,at,0.0,experiments/289076
preposition-verb,at,0.0,experiments/289076
preposition-subject,with,0.3713977038860321,experiments/296788
preposition-object,with,0.09702828526496887,experiments/296788
preposition-verb,with,0.0,experiments/296788
preposition-subject,in,0.012847325764596462,experiments/709076
preposition-object,in,0.012402653694152832,experiments/709076
preposition-verb,in,0.0,experiments/709076
preposition-subject,in,0.1693163812160492,experiments/43237
preposition-object,in,0.0,experiments/43237
preposition-verb,in,0.0,experiments/43237
preposition-subject,at,0.02015412040054798,experiments/665330
preposition-object,at,0.033195022493600845,experiments/665330
preposition-verb,at,0.2750444710254669,experiments/665330
preposition-subject,in,0.026123046875,experiments/719016
preposition-object,in,0.0,experiments/719016
preposition-verb,in,0.09333333373069763,experiments/719016
preposition-subject,on,0.0,experiments/787777
preposition-object,on,0.0,experiments/787777
preposition-verb,on,0.0,experiments/787777
preposition-subject,down,0.0011467889416962862,experiments/603981
preposition-object,down,0.001099505228921771,experiments/603981
preposition-verb,down,0.0,experiments/603981
preposition-subject,in,0.0,experiments/52927
preposition-object,in,0.0,experiments/52927
preposition-verb,in,0.0,experiments/52927
preposition-subject,on,0.0,experiments/573568
preposition-object,on,0.0,experiments/573568
preposition-verb,on,0.0,experiments/573568
preposition-subject,in,0.0,experiments/788548
preposition-object,in,0.0,experiments/788548
preposition-subject,with,0.47277557849884033,experiments/725274
preposition-object,with,0.5597484111785889,experiments/725274
preposition-subject,with,0.0,experiments/17147
preposition-object,with,0.0,experiments/17147
preposition-verb,with,0.0,experiments/17147
preposition-subject,with,0.0,experiments/36020
preposition-object,with,0.0,experiments/36020
preposition-subject,on,0.5967789888381958,experiments/656016
preposition-object,on,0.0,experiments/656016
preposition-subject,in,0.0,experiments/645206
preposition-object,in,0.0,experiments/645206
preposition-verb,in,0.0,experiments/645206
preposition-subject,against,0.0,experiments/124333
preposition-object,against,0.0,experiments/124333
preposition-subject,on,0.10498046875,experiments/389458
preposition-object,on,0.02404465526342392,experiments/389458
preposition-verb,on,0.0,experiments/389458
preposition-subject,on,0.0,experiments/73459
preposition-object,on,0.0,experiments/73459
preposition-verb,on,0.0,experiments/73459
preposition-subject,besides,0.0,experiments/753713
preposition-object,besides,0.0,experiments/753713
preposition-verb,besides,0.0,experiments/753713
preposition-subject,of,0.0,experiments/255371
preposition-object,of,0.0,experiments/255371
preposition-verb,of,0.0,experiments/255371
preposition-subject,on,0.0,experiments/428116
preposition-object,on,0.0,experiments/428116
preposition-verb,on,0.0,experiments/428116
preposition-subject,on,0.2635135054588318,experiments/234555
preposition-object,on,0.0,experiments/234555
preposition-subject,next to,0.0,experiments/384810
preposition-object,next to,0.0,experiments/384810
preposition-verb,next to,0.0,experiments/384810
preposition-subject,beside,0.0053571430034935474,experiments/213978
preposition-object,beside,0.0,experiments/213978
preposition-verb,beside,0.0,experiments/213978
preposition-subject,over,0.0,experiments/107446
preposition-object,over,0.0,experiments/107446
preposition-verb,over,0.0,experiments/107446
preposition-subject,with,0.5424628257751465,experiments/192564
preposition-object,with,0.4424580931663513,experiments/192564
preposition-subject,at,0.10613718628883362,experiments/377135
preposition-object,at,0.0,experiments/377135
preposition-verb,at,0.0,experiments/377135
preposition-subject,in,0.0,experiments/595468
preposition-object,in,0.0,experiments/595468
preposition-verb,in,0.0,experiments/595468
preposition-subject,of,0.0,experiments/209760
preposition-object,of,0.0,experiments/209760
preposition-verb,of,0.0,experiments/209760
preposition-subject,in,0.0,experiments/349476
preposition-object,in,0.0,experiments/349476
preposition-verb,in,0.0,experiments/349476
preposition-subject,with,0.07146555930376053,experiments/482599
preposition-object,with,0.6601892113685608,experiments/482599
preposition-subject,through,0.282527893781662,experiments/454968
preposition-object,through,0.012430938892066479,experiments/454968
preposition-verb,through,0.2631579041481018,experiments/454968
preposition-subject,on,0.0,experiments/100624
preposition-object,on,0.0,experiments/100624
preposition-verb,on,0.0,experiments/100624
preposition-subject,of,0.5957345962524414,experiments/373588
preposition-object,of,0.42747825384140015,experiments/373588
preposition-subject,of,0.0,experiments/620312
preposition-object,of,0.0,experiments/620312
preposition-verb,of,0.0,experiments/620312
preposition-subject,on,0.0,experiments/797135
preposition-object,on,0.0,experiments/797135
preposition-verb,on,0.0,experiments/797135
preposition-subject,on,0.0,experiments/498313
preposition-object,on,0.0,experiments/498313
preposition-verb,on,0.0,experiments/498313
preposition-subject,of,0.0,experiments/659583
preposition-object,of,0.0,experiments/659583
preposition-subject,along,0.0,experiments/492074
preposition-object,along,0.0,experiments/492074
preposition-verb,along,0.0,experiments/492074
preposition-subject,outside,0.03188405930995941,experiments/290348
preposition-verb,outside,0.0,experiments/290348
preposition-subject,out of,0.0,experiments/739339
preposition-object,out of,0.0,experiments/739339
preposition-verb,out of,0.0,experiments/739339
preposition-subject,with,0.10367453843355179,experiments/511408
preposition-object,with,0.0,experiments/511408
preposition-subject,on,0.0,experiments/610344
preposition-object,on,0.0,experiments/610344
preposition-verb,on,0.0,experiments/610344
preposition-subject,with,0.0,experiments/305425
preposition-object,with,0.0,experiments/305425
preposition-verb,with,0.0,experiments/305425
preposition-subject,of,0.0,experiments/686694
preposition-object,of,0.0,experiments/686694
preposition-verb,of,0.0,experiments/686694
preposition-subject,in,0.10292311757802963,experiments/395335
preposition-object,in,0.1170981302857399,experiments/395335
preposition-subject,on,0.0,experiments/719257
preposition-object,on,0.0,experiments/719257
preposition-verb,on,0.0,experiments/719257
preposition-subject,of,0.0,experiments/419421
preposition-object,of,0.0,experiments/419421
preposition-verb,of,0.0,experiments/419421
preposition-subject,down,0.0,experiments/378089
preposition-object,down,0.0,experiments/378089
preposition-verb,down,0.0,experiments/378089
preposition-subject,in front of,0.0,experiments/8549
preposition-object,in front of,0.0,experiments/8549
preposition-verb,in front of,0.0,experiments/8549
preposition-subject,in front of,0.0,experiments/38
preposition-object,in front of,0.0,experiments/38
preposition-verb,in front of,0.0,experiments/38
preposition-subject,in,0.0,experiments/13237
preposition-object,in,0.0,experiments/13237
preposition-verb,in,0.0,experiments/13237
preposition-subject,under,0.0,experiments/176678
preposition-object,under,0.018206339329481125,experiments/176678
preposition-verb,under,0.08240459114313126,experiments/176678
preposition-subject,at,0.0,experiments/626099
preposition-object,at,0.0,experiments/626099
preposition-verb,at,0.0,experiments/626099
preposition-subject,down,0.010709838010370731,experiments/352188
preposition-object,down,0.01249636709690094,experiments/352188
preposition-verb,down,0.0,experiments/352188
preposition-subject,of,0.0,experiments/332399
preposition-object,of,0.0,experiments/332399
preposition-verb,of,0.0,experiments/332399
preposition-subject,down,0.19391635060310364,experiments/440173
preposition-object,down,0.0,experiments/440173
preposition-verb,down,0.0,experiments/440173
preposition-subject,in,0.19034387171268463,experiments/414476
preposition-object,in,0.0,experiments/414476
preposition-verb,in,0.6896551847457886,experiments/414476
preposition-subject,on,0.15894640982151031,experiments/145510
preposition-object,on,0.128173828125,experiments/145510
preposition-verb,on,0.0,experiments/145510
preposition-subject,on,0.2780083119869232,experiments/394870
preposition-object,on,0.0,experiments/394870
preposition-subject,in front of,0.0,experiments/255823
preposition-object,in front of,0.0,experiments/255823
preposition-subject,at,0.10512273013591766,experiments/692651
preposition-object,at,0.002016128972172737,experiments/692651
preposition-subject,of,0.0002488800382707268,experiments/407554
preposition-object,of,0.0,experiments/407554
preposition-verb,of,0.0,experiments/407554
preposition-subject,with,0.44202470779418945,experiments/304719
preposition-verb,with,0.0,experiments/304719
preposition-subject,from,0.09921116381883621,experiments/803162
preposition-object,from,0.048828125,experiments/803162
preposition-verb,from,0.15315315127372742,experiments/803162
preposition-subject,at,0.0,experiments/407968
preposition-object,at,0.0,experiments/407968
preposition-verb,at,0.0,experiments/407968
preposition-subject,on top of,0.0,experiments/715892
preposition-object,on top of,0.0,experiments/715892
preposition-verb,on top of,0.0,experiments/715892
preposition-subject,of,0.0,experiments/611423
preposition-object,of,0.5805970430374146,experiments/611423
preposition-subject,by,0.00024746349663473666,experiments/211164
preposition-object,by,0.0,experiments/211164
preposition-verb,by,0.0,experiments/211164
preposition-subject,in,0.07507507503032684,experiments/778557
preposition-object,in,0.0,experiments/778557
preposition-verb,in,0.0,experiments/778557
preposition-subject,in,0.0,experiments/37280
preposition-object,in,0.0,experiments/37280
preposition-verb,in,0.0,experiments/37280
preposition-subject,behind,0.553398072719574,experiments/242575
preposition-object,behind,0.0,experiments/242575
preposition-verb,behind,0.0033783784601837397,experiments/242575
preposition-subject,from,0.19485658407211304,experiments/523940
preposition-object,from,0.2337302714586258,experiments/523940
preposition-verb,from,0.12474226951599121,experiments/523940
preposition-subject,near,0.03893805295228958,experiments/155431
preposition-object,near,0.0,experiments/155431
preposition-verb,near,0.0,experiments/155431
preposition-subject,on top of,0.0,experiments/768418
preposition-object,on top of,0.0,experiments/768418
preposition-verb,on top of,0.0,experiments/768418
preposition-subject,outside of,0.0,experiments/542240
preposition-object,outside of,0.0,experiments/542240
preposition-verb,outside of,0.0,experiments/542240
preposition-subject,next to,0.12686927616596222,experiments/349421
preposition-object,next to,0.0007621950935572386,experiments/349421
preposition-subject,with,0.6252605319023132,experiments/714871
preposition-object,with,0.0,experiments/714871
preposition-subject,next to,0.0,experiments/503042
preposition-object,next to,0.0,experiments/503042
preposition-subject,on,0.03726082667708397,experiments/801288
preposition-object,on,0.09343065321445465,experiments/801288
preposition-verb,on,0.00390625,experiments/801288
preposition-subject,on,0.0,experiments/543524
preposition-object,on,0.0,experiments/543524
preposition-verb,on,0.0,experiments/543524
preposition-subject,with,0.01996314525604248,experiments/827279
preposition-object,with,0.0,experiments/827279
preposition-verb,with,0.0,experiments/827279
preposition-subject,in,0.2741011083126068,experiments/227854
preposition-object,in,0.07951247692108154,experiments/227854
preposition-verb,in,0.0,experiments/227854
preposition-subject,in,0.01659291982650757,experiments/223038
preposition-object,in,0.07526881992816925,experiments/223038
preposition-verb,in,0.30000001192092896,experiments/223038
preposition-subject,in,0.12013319879770279,experiments/598468
preposition-object,in,0.27069875597953796,experiments/598468
preposition-verb,in,0.0,experiments/598468
preposition-subject,of,0.03454231470823288,experiments/39766
preposition-object,of,0.014662756584584713,experiments/39766
preposition-subject,in,0.0,experiments/60175
preposition-object,in,0.0,experiments/60175
preposition-verb,in,0.0,experiments/60175
preposition-subject,in,0.0,experiments/136225
preposition-object,in,0.0,experiments/136225
preposition-verb,in,0.0,experiments/136225
preposition-subject,of,0.0,experiments/323730
preposition-object,of,0.0,experiments/323730
preposition-verb,of,0.0,experiments/323730
preposition-subject,for,0.021897809579968452,experiments/577931
preposition-object,for,0.002197265625,experiments/577931
preposition-subject,in,0.0,experiments/20004
preposition-object,in,0.0,experiments/20004
preposition-verb,in,0.0,experiments/20004
preposition-subject,in,0.0,experiments/528643
preposition-object,in,0.0,experiments/528643
preposition-verb,in,0.0,experiments/528643
preposition-subject,on,0.0005138746346347034,experiments/725201
preposition-object,on,0.0,experiments/725201
preposition-verb,on,0.001367989112623036,experiments/725201
preposition-subject,next to,0.0,experiments/227630
preposition-object,next to,0.0,experiments/227630
preposition-verb,next to,0.0,experiments/227630
preposition-subject,in,0.0,experiments/735358
preposition-object,in,0.0,experiments/735358
preposition-verb,in,0.0,experiments/735358
preposition-subject,with,0.0,experiments/429802
preposition-object,with,0.0,experiments/429802
preposition-verb,with,0.0,experiments/429802
preposition-subject,to,0.0,experiments/173930
preposition-object,to,0.0,experiments/173930
preposition-verb,to,0.0,experiments/173930
preposition-subject,on,0.0,experiments/818010
preposition-object,on,0.0,experiments/818010
preposition-verb,on,0.0,experiments/818010
preposition-subject,on,0.012345679104328156,experiments/450172
preposition-object,on,0.0003432887024246156,experiments/450172
preposition-subject,in front of,0.0,experiments/573455
preposition-object,in front of,0.0,experiments/573455
preposition-verb,in front of,0.0,experiments/573455
preposition-subject,on,0.02573266625404358,experiments/667345
preposition-object,on,0.028697572648525238,experiments/667345
preposition-verb,on,0.0,experiments/667345
preposition-subject,with,0.5443175435066223,experiments/531182
preposition-object,with,0.06126482039690018,experiments/531182
preposition-verb,with,0.0,experiments/531182
preposition-subject,with,0.01416015625,experiments/722949
preposition-object,with,0.1538461595773697,experiments/722949
preposition-subject,on top of,0.0,experiments/453825
preposition-object,on top of,0.0,experiments/453825
preposition-verb,on top of,0.0,experiments/453825
preposition-subject,behind,0.6863741278648376,experiments/699847
preposition-verb,behind,0.030955584719777107,experiments/699847
preposition-subject,with,0.012044161558151245,experiments/169084
preposition-object,with,0.0,experiments/169084
preposition-verb,with,0.026490066200494766,experiments/169084
preposition-subject,at,0.0,experiments/188562
preposition-object,at,0.0,experiments/188562
preposition-verb,at,0.0,experiments/188562
preposition-subject,next to,0.0,experiments/247965
preposition-object,next to,0.0,experiments/247965
preposition-verb,next to,0.0,experiments/247965
preposition-subject,with,0.3916991055011749,experiments/633589
preposition-object,with,0.4170812666416168,experiments/633589
preposition-subject,with,0.0,experiments/131154
preposition-object,with,0.0,experiments/131154
preposition-subject,down,0.1318359375,experiments/130600
preposition-object,down,0.14074073731899261,experiments/130600
preposition-verb,down,0.7964912056922913,experiments/130600
preposition-subject,on,0.0,experiments/798155
preposition-object,on,0.0,experiments/798155
preposition-verb,on,0.0,experiments/798155
preposition-subject,next to,0.0,experiments/570051
preposition-object,next to,0.0,experiments/570051
preposition-verb,next to,0.0,experiments/570051
preposition-subject,on,0.0,experiments/350417
preposition-object,on,0.0,experiments/350417
preposition-verb,on,0.0,experiments/350417
preposition-subject,with,0.006734006572514772,experiments/709415
preposition-object,with,0.0005367686389945447,experiments/709415
preposition-subject,of,0.0,experiments/729764
preposition-object,of,0.0,experiments/729764
preposition-verb,of,0.0,experiments/729764
preposition-subject,beyond,0.0,experiments/224926
preposition-object,beyond,0.0,experiments/224926
preposition-verb,beyond,0.0,experiments/224926
preposition-subject,of,0.06434108316898346,experiments/557845
preposition-object,of,0.0,experiments/557845
preposition-verb,of,0.0,experiments/557845
preposition-subject,at,0.0,experiments/426665
preposition-object,at,0.0,experiments/426665
preposition-verb,at,0.0,experiments/426665
preposition-subject,under,0.0,experiments/206262
preposition-object,under,0.0,experiments/206262
preposition-verb,under,0.0,experiments/206262
preposition-subject,in,0.0,experiments/132897
preposition-object,in,0.0,experiments/132897
preposition-subject,with,0.0,experiments/148629
preposition-object,with,0.0,experiments/148629
preposition-verb,with,0.0,experiments/148629
preposition-subject,in,0.0,experiments/715682
preposition-object,in,0.0038038883358240128,experiments/715682
preposition-verb,in,0.0,experiments/715682
preposition-subject,on,0.0,experiments/791053
preposition-object,on,0.0,experiments/791053
preposition-verb,on,0.0,experiments/791053
preposition-subject,on,0.0,experiments/398299
preposition-object,on,0.0,experiments/398299
preposition-verb,on,0.28700190782546997,experiments/398299
preposition-subject,with,0.28289473056793213,experiments/500286
preposition-object,with,0.07704402506351471,experiments/500286
preposition-subject,with,0.3135313391685486,experiments/494244
preposition-object,with,0.0,experiments/494244
preposition-verb,with,0.0,experiments/494244
preposition-subject,on,0.39759036898612976,experiments/616431
preposition-object,on,0.0843067541718483,experiments/616431
preposition-verb,on,0.2775919735431671,experiments/616431
preposition-subject,outside,0.28952381014823914,experiments/665224
preposition-verb,outside,0.0,experiments/665224
preposition-subject,of,0.0,experiments/513486
preposition-object,of,0.0,experiments/513486
preposition-subject,with,0.4297872483730316,experiments/294385
preposition-object,with,0.13109755516052246,experiments/294385
preposition-verb,with,0.0,experiments/294385
preposition-subject,on,0.0,experiments/249901
preposition-object,on,0.0,experiments/249901
preposition-verb,on,0.0,experiments/249901
preposition-subject,for,0.08984375,experiments/98634
preposition-object,for,0.0,experiments/98634
preposition-verb,for,0.24592487514019012,experiments/98634
preposition-subject,while,0.0,experiments/767190
preposition-verb,while,0.0,experiments/767190
preposition-subject,up of,0.0,experiments/193068
preposition-object,up of,0.0,experiments/193068
preposition-verb,up of,0.0,experiments/193068
preposition-subject,up to,0.0074270558543503284,experiments/723727
preposition-object,up to,0.0,experiments/723727
preposition-verb,up to,0.0,experiments/723727
preposition-subject,on,0.0,experiments/563439
preposition-object,on,0.0,experiments/563439
preposition-verb,on,0.0,experiments/563439
preposition-subject,at,0.0,experiments/190401
preposition-object,at,0.0,experiments/190401
preposition-verb,at,0.0,experiments/190401
preposition-subject,down,0.48539113998413086,experiments/259502
preposition-object,down,0.23850084841251373,experiments/259502
preposition-verb,down,0.0,experiments/259502
preposition-subject,in,0.02799108251929283,experiments/485029
preposition-object,in,0.05272981896996498,experiments/485029
preposition-verb,in,0.45673078298568726,experiments/485029
preposition-subject,over,0.11139240860939026,experiments/660255
preposition-object,over,0.0,experiments/660255
preposition-verb,over,0.7061728239059448,experiments/660255
preposition-subject,of,0.0,experiments/340269
preposition-object,of,0.0,experiments/340269
preposition-subject,in,0.0,experiments/326498
preposition-object,in,0.0,experiments/326498
preposition-subject,of,0.0,experiments/639155
preposition-object,of,0.0,experiments/639155
preposition-verb,of,0.0,experiments/639155
preposition-subject,on,0.0,experiments/38778
preposition-object,on,0.0,experiments/38778
preposition-verb,on,0.0,experiments/38778
preposition-subject,on,0.0,experiments/425856
preposition-object,on,0.0,experiments/425856
preposition-verb,on,0.0,experiments/425856
preposition-subject,on,0.0,experiments/652126
preposition-object,on,0.0,experiments/652126
preposition-verb,on,0.0,experiments/652126
preposition-subject,of,0.0,experiments/547055
preposition-object,of,0.0,experiments/547055
preposition-verb,of,0.0,experiments/547055
preposition-subject,in,0.0012215978931635618,experiments/234715
preposition-object,in,0.003927729558199644,experiments/234715
preposition-verb,in,0.3333333432674408,experiments/234715
preposition-subject,near,0.0,experiments/156949
preposition-object,near,0.0,experiments/156949
preposition-verb,near,0.0,experiments/156949
preposition-subject,in,0.001953125,experiments/611936
preposition-object,in,0.0,experiments/611936
preposition-verb,in,0.0,experiments/611936
preposition-subject,next to,0.0,experiments/392934
preposition-object,next to,0.0,experiments/392934
preposition-verb,next to,0.0,experiments/392934
preposition-subject,with,0.6439393758773804,experiments/407939
preposition-object,with,0.21824103593826294,experiments/407939
preposition-verb,with,0.7319587469100952,experiments/407939
preposition-subject,on,0.040062032639980316,experiments/417710
preposition-object,on,0.009406953118741512,experiments/417710
preposition-verb,on,0.0,experiments/417710
preposition-subject,down,0.051121074706315994,experiments/688278
preposition-object,down,0.0,experiments/688278
preposition-verb,down,0.5350877046585083,experiments/688278
preposition-subject,of,0.0,experiments/734398
preposition-object,of,0.0,experiments/734398
preposition-verb,of,0.0,experiments/734398
preposition-subject,in,0.010816126130521297,experiments/478392
preposition-object,in,0.0,experiments/478392
preposition-verb,in,0.0,experiments/478392
preposition-subject,in,0.30429863929748535,experiments/243158
preposition-object,in,0.06888265907764435,experiments/243158
preposition-verb,in,0.0856911912560463,experiments/243158
preposition-subject,next to,0.0,experiments/747548
preposition-object,next to,0.0,experiments/747548
preposition-verb,next to,0.0,experiments/747548
preposition-subject,inside of,0.0,experiments/161493
preposition-object,inside of,0.0,experiments/161493
preposition-verb,inside of,0.0,experiments/161493
preposition-subject,up to,0.006550218444317579,experiments/524956
preposition-object,up to,0.0012610340490937233,experiments/524956
preposition-verb,up to,0.0032051282469183207,experiments/524956
preposition-subject,at,0.0,experiments/359268
preposition-object,at,0.0,experiments/359268
preposition-verb,at,0.0,experiments/359268
preposition-subject,for,0.0,experiments/38420
preposition-object,for,0.0,experiments/38420
preposition-verb,for,0.0,experiments/38420
preposition-subject,in,0.0,experiments/702110
preposition-object,in,0.0,experiments/702110
preposition-verb,in,0.0,experiments/702110
preposition-subject,in,0.0,experiments/189316
preposition-object,in,0.0,experiments/189316
preposition-subject,among,0.511273205280304,experiments/60836
preposition-object,among,0.0,experiments/60836
preposition-verb,among,0.0,experiments/60836
preposition-subject,with,0.3205307126045227,experiments/93954
preposition-object,with,0.016074450686573982,experiments/93954
preposition-subject,in,0.0,experiments/234641
preposition-object,in,0.0,experiments/234641
preposition-verb,in,0.0,experiments/234641
preposition-subject,from,0.3769429922103882,experiments/228566
preposition-object,from,0.02601156011223793,experiments/228566
preposition-verb,from,0.0,experiments/228566
preposition-subject,in,0.13314244151115417,experiments/183788
preposition-object,in,0.0629047155380249,experiments/183788
preposition-verb,in,0.01342281885445118,experiments/183788
preposition-subject,at,0.7693920135498047,experiments/401427
preposition-object,at,0.1715274304151535,experiments/401427
preposition-verb,at,0.3210412263870239,experiments/401427
preposition-subject,on,0.0,experiments/471463
preposition-object,on,0.0,experiments/471463
preposition-verb,on,0.0,experiments/471463
preposition-subject,with,0.009413468651473522,experiments/567762
preposition-object,with,0.0,experiments/567762
preposition-verb,with,0.012539184652268887,experiments/567762
preposition-subject,on,0.0,experiments/535457
preposition-object,on,0.0,experiments/535457
preposition-verb,on,0.0,experiments/535457
preposition-subject,by,0.15322580933570862,experiments/824085
preposition-verb,by,0.2183908075094223,experiments/824085
preposition-subject,with,0.016316285356879234,experiments/720600
preposition-object,with,0.0,experiments/720600
preposition-subject,from,0.0006925207562744617,experiments/50852
preposition-object,from,0.0,experiments/50852
